,Song Name,Artist Name,Artist Popularity,Artist Genres,Artist Followers,Danceability,Energy,Track ID,Loudness,Speechiness,Acousticness,Tempo,Key,Instrumentalness,Lyrics,Popularity,Liveness,Valence,Time Signature List,Duration,Hit,Artist Hit
159,I'm So Paid,Akon,81,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap']",1696274,0.53,0.856,5264rU21ndum3CYYaSGUUm,-4.069,0.332,0.116,122.636,3,0,rubbing italian leather dem konvict jean ay yo weezy ready yeah get till sunrise doin 90 65 window rolled screaming ahhh heyeyey im paid number one hustla gettin money wanna count money ima hustla dont need one yall ya see im paid see police crooked 100 interstate 95 shawty leanin blasting die pushin motherfuckin wood cuz certified got system thatll beat knock wall got pump seat sawedoff got bunch goon hoping never call im sniper sitting roof already saw yall aint much put strain thats reason put blame rather dollar bill rain let hater come make name thats get till sunrise,58,0.108,0.547,5,263640,1,1
160,Holla Holla,Akon,81,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap']",1696274,0.598,0.641,68Dei85eTm4lTTUauZyCtw,-5.718,0.25,0.0525,149.886,1,0,holla holla girl holla holla girl holla holla girl ey akon holla holla tpain holla holla need quit oh girl need quit many girl outside wanna go take cruise know sex machine wanna somethin new way roll em thigh ya girl doin want mix set get got plenty drink plenty plenty water got plenty dank comin california got bank believe afford stop playin show dont actin like know wanna ride cause lamborghini door go got gorilla woman somebody gon thats im tryna,43,0.128,0.604,4,180187,0,1
161,Against The Grain,Akon,81,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap']",1696274,0.77,0.53,4VR4fPG6veFtEVUDzJ9VJE,-4.779,0.0354,0.427,94.999,0,0,ahhhhh ahhhh ahhh ahhh ah soft slow never knew girl could god damn cold know way move got spendin yall wouldve seen ive seen pole know wrong fallin loveeee wrong fallin loveeeeee wrong fallin loveeeeee wrong fallin loveeeeee went grain feelin cant explain felt like harmony singin face like diddi daddi da dee dont want ever go away want around everyday singin face like diddi daddi dadee look im stuck,45,0.0877,0.36,4,244453,0,1
162,Be With You,Akon,81,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap']",1696274,0.689,0.738,6XLAuIC4H6sQy9IP30yosM,-7.482,0.0846,0.0857,173.951,11,2.04E-05,eh eh eh ohho ohho ohho ohhooo know wanna come separate u nothin youre one want imma continue lovin cause considered wifey im considered husband imma always eeither way look aint goin nowhere muffin cause gonna hold cant nobody tell nothin got kind love always make fussin thats get closer one know know im cause youll never know like walk shoe one know know thing weve never measure half put thats well break dont care say im gonna im gonna,47,0.0629,0.719,4,231013,1,1
163,Sunny Day,Akon,81,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap']",1696274,0.754,0.723,65bCl0QfCg5BgoYelOopUH,-7.501,0.028,0.00768,89.992,11,0,whod ever thought would see day would see ghetto life fade away co lost couldnt find way look forward every day block dont stop always stayed hot matter season got still remember took away kept lock den got cuaght realised dat stop den took time explore better way searched high low close yet far go know there sunny day whod ever thought would see day would see ghetto life fade away co lost couldnt find way look forward every day welcome sunny day sunny day everyday better day welcome sunny day sunny day every day better day welcome sunny day,41,0.11,0.491,4,312587,0,1
164,Birthmark,Akon,81,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap']",1696274,0.679,0.821,2wTluP651en4yfdexiB7Bv,-5.115,0.134,0.381,81.947,7,0,yeah oh yeah oh yeah made mark february 1st call birth beginning universe remind alicia key verse im falling wish opportunity hurt im living regret know fault know got caught please dont lose thought loving loving im highway swerving aint drunk im hit curbn looking calendar getting nervous day first soul day began one place came together ring tattoo wish birthmark reminds let get airplane go back began point day apart stamp right next heart heart heart heart heart heart heart heart heart heart heart,40,0.467,0.406,4,263253,0,1
165,Over The Edge,Akon,81,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap']",1696274,0.526,0.648,6voCN5Nd2mCfJFueOWsjpB,-5.747,0.0366,0.0386,128.007,5,0,im crossroad life heading man dont know stay go cause anythings better ive would give get sign letting know everything would okay wish someone would pull mud anyone say im dont worry cause got dont trip dont stress life seems heading edge feel like im heading edge feel like im heading edge feel like im heading edge edge edge everyday go see thing thatll make another man cry,37,0.234,0.299,4,266907,0,1
166,Freedom,Akon,81,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap']",1696274,0.454,0.884,5LW58r39NsDiNTl1F7tJT9,-5.587,0.458,0.371,119.732,8,0,everything everything mistake man already know wanna free wanna free senegal west africa st louis missouri thanks catherine dana giving pop glory came drum dream change world free uplifting world thats ever want mom came little gave birth brother pressure made em fight one another see pain would never last best knew world grab searched find freedom freedom freedom freedom everything everything mistake man already know,43,0.0607,0.334,5,253800,0,1
167,A Head Full Of Dreams,Coldplay,88,"['permanent wave', 'pop']",15039350,0.45,0.92,6f49kbOuQSOsStBpyGvQfA,-4.982,0.0733,0.002,122.979,11,0.0201,oh think ive landed world hadnt seen im feeling ordinary dont know mean oh think ive landed miracle work thirst hunger come conference bird say true seems leave broken window open,70,0.334,0.0773,4,223773,1,1
168,Birds,Coldplay,88,"['permanent wave', 'pop']",15039350,0.559,0.841,3HWDWyIqWuLsTHECx9DvXF,-5.584,0.0334,0.000315,105.009,0,0.45,standing corner studying light dreaming escape keep night someone put flare got ray guess id better stay uh uh come say fool gold thunder warring rain dont let fear start wont see around never want sleep night start falling love start riot come rage,68,0.0816,0.15,4,229093,1,1
169,Hymn For The Weekend,Coldplay,88,"['permanent wave', 'pop']",15039350,0.49,0.743,3RiPr603aXAoi4GHyXx0uy,-5.155,0.0409,0.255,89.974,0,7.21E-06,drink drink shoot across sky high high shoot across sky drink drink shoot across sky symphony shoot across sky oh angel sent know make world light hurt came lift life drink love drug oh think must mile river dried came rain flood said drink drink thirsty pour symphony cant get enough,79,0.3,0.363,4,258827,1,1
170,Everglow,Coldplay,88,"['permanent wave', 'pop']",15039350,0.535,0.445,5qfZRNjt2TkHEL12r3sDEU,-9.155,0.0292,0.456,146.099,4,0.0677,oh say people come say people go particular diamond extra special though might gone world may know still see celestial like lion ran goddess rolled like eagle circle perfect purple come thing move come car dont slow feel like end world cant let go,72,0.112,0.136,4,282693,1,1
171,Adventure Of A Lifetime,Coldplay,88,"['permanent wave', 'pop']",15039350,0.638,0.924,69uxyAqqPIsUyTO8txoP2M,-3.887,0.0359,0.00205,111.995,7,0.000173,turn magic umi shed say everything want dream away legend every day thats told turn magic shed say everything want dream away pressure weight diamond feel heart beating feel heart underneath skin feel heart beating oh make feel like im alive alive,77,0.149,0.529,4,263787,1,1
172,Fun ,Coldplay,88,"['permanent wave', 'pop']",15039350,0.484,0.735,7fJFDK6XjYsXcMKNHESbot,-5.125,0.0354,0.271,134.028,0,7.49E-06,know say know fall water face know ocean awaits storm sun snow river rain crystal ball could foresee change know parting way done didnt fun dont say waste didnt fun ohooohooh top world top wave said forever forever always could lost would saved oh iaaah stopping world stopping spin oh come dont give see give,66,0.0853,0.217,4,267533,1,1
173,Kaleidoscope,Coldplay,88,"['permanent wave', 'pop']",15039350,0.288,0.285,7IX7VAXujvcZ3e1PG7sGP7,-18.192,0.0355,0.964,127.122,7,0.898,human guest house every morning new arrival,61,0.406,0.148,4,111853,1,1
174,Army Of One,Coldplay,88,"['permanent wave', 'pop']",15039350,0.387,0.66,4giCxIFPZNQIP4bIZM4sqH,-6.491,0.0434,0.274,146.04,3,5.97E-05,around world wonder view around world looking someone like pyramid try babylon beautifullest treasure lie deepest blue never say die aim never untrue im never high im isnt fire wouldnt walk army one gonna fight around world universe ive around flying baby there nothing wouldnt dancing star see moon standing beside right storm come cause never say die aim never untrue never high im isnt fire wouldnt walk army one gonna fight army one gonna fall yeah cause reign,64,0.0861,0.289,4,376827,1,1
175,Amazing Day,Coldplay,88,"['permanent wave', 'pop']",15039350,0.45,0.638,3wtV2ifnHzirkAElgTGh63,-5.795,0.0273,0.0172,96.988,5,0.432,sat roof named every star shed every bruise showed every scar sat roof hand mine singing life beautiful crazy design time seemed say forget world weight wanna say amazing day amazing day,64,0.141,0.292,3,271107,1,1
176,Colour Spectrum,Coldplay,88,"['permanent wave', 'pop']",15039350,0.348,0.166,3VqiD8Yvk6bKwqS1e64PHB,-20.349,0.0377,0.852,123.576,11,0.915,nan,59,0.137,0.0336,4,60107,1,1
177,Up&Up,Coldplay,88,"['permanent wave', 'pop']",15039350,0.48,0.718,31L9yLXSj6LpCFupyMV6CR,-5.461,0.0603,0.0485,163.987,7,0.000343,fixing car drive searching water hoping rain upon canvas working meal meal waiting chance pick orange field see pearl form diamond rough see bird soaring high flood blood blood underneath storm umbrella saying sitting poison take away pain saying going get get together right going get get together somehow going get get together flower oh oh oh oh oh oh going get get together know going get get together flow going get get together go lying gutter aiming moon trying empty ocean spoon,71,0.102,0.252,4,405320,1,1
178,Intro,Muse,80,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",4176000,0.828,0.0704,51RXhZbTM27y8DUYuQjWG7,-29.015,0.103,0.919,78.317,0,0.234,nan,8,0.378,0,4,22133,0,1
179,Apocalypse Please,Muse,80,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",4176000,0.149,0.885,6z0QCh7CTU9bE5C7TAHK4R,-5.437,0.0429,0.101,160.03,6,0.00922,declare emergency come spread sense urgency pull u pull u end end world,53,0.247,0.181,4,252867,1,1
180,Time Is Running Out,Muse,80,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",4176000,0.585,0.842,2takcwOaAZWiXQijPHIx7B,-5.883,0.0556,0.00242,118.211,9,0.00686,think im drowning asphyxiated wanna break spell youve created youre something beautiful contradiction wanna play game want friction death death bury wont let bury wont let smother wont let murder time running time running,68,0.0866,0.428,4,237040,1,1
181,Sing For Absolution,Muse,80,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",4176000,0.436,0.678,1hHuyqVCZCbhYQixEkdQCo,-7.211,0.0301,0.457,170.287,5,0.0384,lip turning blue kiss cant renew dream beautiful tiptoe room starlight gloom dream never knew sing absolution,57,0.0873,0.194,4,294867,1,1
182,Stockholm Syndrome,Muse,80,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",4176000,0.434,0.977,5VVWgWH8HFLAtM8lbttvn9,-4.845,0.0786,0.00187,128.223,2,0.166,wont stand way let hatred grow shell scream shell shout shell pray name yeah name wont hold back let anger rise well fly well fall well burn one recall one recall,61,0.347,0.0939,4,297000,1,1
183,Falling Away With You,Muse,80,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",4176000,0.296,0.683,5cvFycFL4BTMA3dHSstMqi,-8.932,0.0361,0.338,95.483,0,0.195,cant remember good moment happiness elude maybe misunderstood love left behind watching flash back intertwine memory never find ill love whatever become forget reckless thing weve done think life begun think life begun ill feel world crumbling,52,0.0917,0.272,4,280627,1,1
184,Interlude,Muse,80,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",4176000,0.158,0.202,7gmQ329Ocmvb9OImqevFBF,-19.105,0.0446,0.206,73.846,9,0.793,nan,48,0.132,0.257,4,37667,1,1
185,Hysteria,Muse,80,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",4176000,0.412,0.92,7xyYsOvq5Ec3P4fr6mM9fD,-4.852,0.0575,0.000456,93.162,9,0.0026,bugging grating twisting around im endlessly caving turning inside cause want want give heart soul im breaking,69,0.11,0.455,4,227440,1,1
186,Blackout,Muse,80,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",4176000,0.172,0.28,2nTgdpxwpXTk5x1c9yaO3W,-11.877,0.0394,0.43,116.94,10,0.408,dont kid dont fool love good last im old dream,56,0.131,0.0617,3,262200,1,1
187,Butterflies and Hurricanes,Muse,80,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",4176000,0.42,0.691,0xJLcjd0gaZct43xG1UlXS,-8.56,0.0501,0.31,115.326,9,0.0427,change everything everything number called fight battle begun revenge surely come hard time ahead best youve got best youve got change world use chance heard time time,59,0.109,0.0383,4,301733,1,1
188,The Small Print,Muse,80,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",4176000,0.249,0.965,6mPJvjjx7pcfZuI57Dh95o,-3.783,0.076,0.000145,161.561,2,8.41E-05,take take need ill compensate greed broken heart sell ill sell memory 15 pound per year good day say itll make insane bending truth youre blame life youll lose watch space im going way,53,0.303,0.514,4,209000,1,1
189,Endlessly,Muse,80,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",4176000,0.656,0.471,131F3d3InZE2fqzTHptIgQ,-9.668,0.0351,0.814,110.175,9,0.256,there part youll never know thing ill never show hopelessly ill love endlessly hopelessly ill give everything wont give wont let wont leave falling moment ever come,56,0.0515,0.631,4,228933,1,1
190,Thoughts Of A Dying Atheist,Muse,80,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",4176000,0.26,0.946,7LB6xhGZ0jCbP3PfUDA7yw,-5.387,0.061,0.000837,178.508,3,0.0882,eerie whisper trapped beneath pillow wont let see memory know youre room im sure heard sigh floating world collide scare hell,52,0.27,0.425,4,187293,1,1
191,Ruled By Secrecy,Muse,80,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",4176000,0.395,0.232,5Zm5oxx8yyLKOAJf1knPmR,-12.982,0.0319,0.801,148.289,5,0.836,repress restrain still pressure pain wash blood hand time wont understand change air theyll hide everywhere,49,0.131,0.0388,3,292293,1,1
192,Fury,Muse,80,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",4176000,0.0914,0.69,5Lwp4ZWFVxvCtcpfP22Jvm,-6.681,0.0417,0.00101,163.808,0,0.00902,youre happy burning candle end self loving soothes softens blow youve invented breathe deep cleanse away sin well pray there god punish u,50,0.167,0.146,4,302040,1,1
193,Brianstorm,Arctic Monkeys,85,"['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",6653855,0.421,0.98,5rTIpPWeO0IL4HWlGWrz5G,-4.229,0.212,8.39E-05,165.193,1,0.00125,brian top mark trying kind bless u effortlessness grateful strangely comforted wonder putting u cause cant take eye tshirt tie combination well see later innovator want kiss want kick there net couldnt slip,56,0.237,0.435,4,170253,1,1
194,Teddy Picker,Arctic Monkeys,85,"['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",6653855,0.637,0.973,4OkPamOn5GofkOQu64Z4eR,-3.386,0.112,0.000413,150.223,9,2.23E-05,theyve sped point provoke punchline told joke plenty desperation seen starin television screen theyve sped point provoke tell fuckin punchline told joke well sorry sunshine doesnt exist wasnt top 100 list thousandth time even bolder dont surprised get bent told dyin saw grabbed wasnt seemed,56,0.104,0.8,4,160640,1,1
195,D Is For Dangerous,Arctic Monkeys,85,"['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",6653855,0.551,0.928,45QyGXbqTWaFUrIKe2ugs3,-4.776,0.0365,1.05E-05,145.057,1,0.000108,knew wanted say want word dirty little herbert thinkin escape place wellguarded guiltiness started soon part stopped delightful try keep trouser think know youre favourite worst nightmare,50,0.145,0.736,4,134733,1,1
196,Balaclava,Arctic Monkeys,85,"['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",6653855,0.417,0.824,11DdPGqDsM3ux1gVAqUIln,-4.524,0.105,0.00168,137.836,11,8.09E-05,running next door garden hour done question feeling question fun confidence balaclava im sure youll baffle em good ending reek salty cheek runny makeup alone blood run face boy bewildered scorned youll find skirmish wish youd never born tie track isnt going back wrong wrong wrong,50,0.343,0.642,4,167440,1,1
197,Fluorescent Adolescent,Arctic Monkeys,85,"['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",6653855,0.646,0.813,7e8utCy2JlSB8dRHKi49xM,-5.29,0.0288,0.00178,112.115,6,2.26E-05,used get fishnet get night dress discarded naughty night niceness landed common crisis everythins order black hole nothin seems pretty past though bloody mary lackin tabasco remember used rascal oh boy slag best ever best ever memory dream daft seem daft seem love dream flickin little book sex tip remember boy electric shes told shes gonna get,68,0.144,0.821,4,173493,1,1
198,Only Ones Who Know,Arctic Monkeys,85,"['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",6653855,0.257,0.409,7ABWRukVQcXrIrDKDx5Gek,-10.828,0.0363,0.899,145.759,7,0.00293,foreign place saving grace feeling heart stealing oh ready impress fierce excitement eye bright couldnt wait get away bet juliet icing cake make mistake even somehow could,54,0.109,0.0794,5,181480,1,1
199,Do Me A Favour,Arctic Monkeys,85,"['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",6653855,0.471,0.735,13NCxLOlvQ4Tnexgfp03Gs,-6.685,0.0582,7.84E-05,180.127,11,0.122,well mourning complete tear steering wheel dripping seat several hour several week id cheek say theyre equally bleak beginning end car went hill disappeared around bend ask anyone theyll tell time tends,55,0.101,0.636,4,205240,1,1
200,This House Is A Circus,Arctic Monkeys,85,"['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",6653855,0.472,0.909,7gPd55hW5pVjTm3H9S1Wbv,-5.349,0.0584,1.95E-05,155.311,7,0.00277,house circus berserk fuck tend see perk though look done friend memory pretend last thing want feeling end house circus berserk fuck tend see perk though look done friend memory pretend last thing want feeling end there room trouble there lover wall make sinner lovely lad,49,0.644,0.388,4,189680,1,1
201,"If You Were There, Beware",Arctic Monkeys,85,"['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",6653855,0.232,0.8,0ZUXj43fteJjwvGoLMntte,-6.853,0.0536,0.00082,201.1,4,0.0244,beware serpent soul pinchers three hundred fifty nothankyous nobody flinch go girl go give u something gruesome require grief thug help thief theyre trying rob word gob take source innocent beware,49,0.128,0.224,3,274200,1,1
202,The Bad Thing,Arctic Monkeys,85,"['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",6653855,0.545,0.953,48ucaKjccruxDbi3Au5ZaH,-3.737,0.0703,0.00118,111.121,2,0,bad thing take wedding ring wont make much easier might make worse oh night like whirlwind somebody girlfriend talking alright shes saying he gonna slap try attack he jealous type need get half excuse im away there excuse thats much easier say ive,48,0.26,0.591,4,143213,1,1
203,Old Yellow Bricks,Arctic Monkeys,85,"['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",6653855,0.663,0.839,3BcQFPRZuuUClWStz29WjN,-4.453,0.0695,0.000185,135.155,0,4.65E-06,old yellow brick love risk quite little escapologist looked miffed wished thousand place better fugitive dont know youre runnin cant kid u couldnt trick anyone houdini love dont know youre runnin away,56,0.0808,0.75,4,187133,1,1
204,505,Arctic Monkeys,85,"['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",6653855,0.52,0.852,58ge6dfP91o9oXMzq3XkIS,-5.866,0.0543,0.00237,140.267,0,5.79E-05,im going back 505 7 hour flight 45 minute drive imagination youre waiting lying side hand thigh stop wait sec oh look like darling expect id probably still adore hand around neck last time checked,63,0.0733,0.234,4,253587,1,1
205,Don't Cha,The Pussycat Dolls,72,"['australian pop', 'dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",2227615,0.879,0.643,1gZ7i4qxXkHZb1r6eioaAP,-3.709,0.0888,0.00603,120.012,1,1.42E-06,okokokok yeahyeah oh get lil hot sweaty muhfucka lady let go soldier let go let talk yall know give little situation listenlisten see shit get hot every time come step spot make place sizzle like summertime cookout prowl best chick yes im lookout slow bangin shorty like belly dancer smell good pretty skin gangsta trick diamond sleeve gimme number make sure call leave know like know thats whenever come around shes know want easy see back mind know fuckin dont cha wish girlfriend hot like dont cha wish girlfriend freak like dont cha dont cha dont cha wish girlfriend raw like,70,0.0992,0.582,4,272080,1,0
206,Beep,The Pussycat Dolls,72,"['australian pop', 'dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",2227615,0.946,0.732,5TXNLJ2EENAt3Tf9MX4kT2,-6.38,0.0459,0.00922,103.691,7,0,ha haha haha ha haha ha haha haha haha ha haha ha funny man think got real big heart im looking got real big brain im looking girl aint pain looking dont give keep looking cause dont mean thing youre looking ha im thing youre playing ha haha haha haha every boy since ive seventh grade trying get trying ha haha ha haha always got plan one man want hold hand want ha haha ha haha keep turning always come around asking go around thats way going cause want want ha haha ha haha want want na ahah na ahah,52,0.118,0.542,4,229360,1,0
207,Wait A Minute,The Pussycat Dolls,72,"['australian pop', 'dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",2227615,0.87,0.853,6LDasBOWaNQEGgpDLaKDnJ,-5.134,0.0478,0.0517,136.467,8,2.06E-05,everybody listen world got story bout favorite girl oh baby sexy sure walked door bout drive insane come drama im giving chain im focused im losing control want body zone girl like take money cant even call player back boy tripping like think cause tricking get like minding business thing got attention gave chance mention buying bar gave number trying hard bought thing didnt want didnt need dropped jean like im supposed drop knee blowing phone like know,48,0.318,0.97,4,221947,1,0
208,Stickwitu,The Pussycat Dolls,72,"['australian pop', 'dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",2227615,0.652,0.551,4NjR63Up0uMkQBlKvlZd1l,-6.299,0.052,0.289,79.995,9,0,dont want go another day im telling exactly mind seems like everybody breaking throwing love away know got good thing right thats say hey nobody gonna love better imma stickwitu forever nobody gonna take higher imma stickwitu know appreciate imma stickwitu u baby nobody ever made feel way imma stickwitu dont want go another day im telling exactly mind see way ride private life aint nobody getting want know youre one say,64,0.0778,0.372,4,207507,1,0
209,Buttons,The Pussycat Dolls,72,"['australian pop', 'dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",2227615,0.544,0.823,3BxWKCI06eQ5Od8TY2JBeA,-4.318,0.32,0.158,210.75,2,0,im telling loosen button babe keep frontin sayin gon aint seen nothin im telling loosen button babe keep frontin sayin gon aint seen nothin typical hardly type fall im liking physical dont leave askin im sexy mama know get wanna wanna bring ya backup thing told ya sayin right thing night long cant seem get help take baby cant see clothes fittin heat comin beat im blow dont think know im telling loosen button babe keep frontin sayin gon,66,0.268,0.434,4,225560,1,0
210,I Don't Need A Man,The Pussycat Dolls,72,"['australian pop', 'dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",2227615,0.776,0.957,0XEBKZHp8imfvf9NYjV8Kg,-3.882,0.0436,0.0475,105.85,7,1.65E-05,see looking like got something thats way stare dont dare cause im give cause thing wont im afraid tell dont ever wanna leave confused try le buy dont think know im dont need man dont need man dont need ring make feel complete let break get aint around oh know got life bought everything thats wanna aint bling bringing want love thats real without deal baby dont need hand want grab one thing,49,0.099,0.757,4,219093,1,0
211,Hot Stuff ,The Pussycat Dolls,72,"['australian pop', 'dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",2227615,0.804,0.905,4On8U4lhZvuw8hN4JBNBmd,-4.518,0.0332,0.033,124.943,8,0.000629,well tried wont give thats alright cause im going win know ive got let go see never meant looking hot stuff baby need looking hot stuff baby tonight want hot stuff got feel got hot stuff got love tonight ooh yeah want back ooh yeah want back remember love eye took hand said goodbye dont know river flow im free im going go looking hot stuff,32,0.162,0.903,4,226733,0,0
212,"How Many Times, How Many Lies",The Pussycat Dolls,72,"['australian pop', 'dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",2227615,0.599,0.654,7FUNXj1tiocAaBSvD7stT6,-4.725,0.0636,0.104,99.576,7,0,nan,31,0.162,0.706,4,235787,0,0
213,Bite The Dust,The Pussycat Dolls,72,"['australian pop', 'dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",2227615,0.739,0.892,121tN8k43yvS675DZtSLuq,-3.677,0.041,0.0496,100.435,11,0.000252,ohh ohh ohh ohh bite dust trust anything better bite dust thing remain impossible youre exception rule bite dust many time gotta tell people even see bite dust see im really helping im keeping lookin fool shes got plan man shes gonna deal ooh sugar got got 2020 vision see want man ooh sugar got cause job make understand ooh sugar got try make move im like 50 ooh sugar got go cause got got bite dust,0,0.278,0.643,4,212787,0,0
214,Right Now,The Pussycat Dolls,72,"['australian pop', 'dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",2227615,0.787,0.586,6V4F3qGGKrFvB76iYG8U8D,-6.328,0.151,0.495,94.663,3,4.99E-06,right let take hand right put lip command right fly lover lane baby dont leave post kiss feel coast coast right need love set soul fire satisfy burning desire right,29,0.14,0.762,4,147107,0,0
215,Tainted Love/ Where Did Our Love Go,The Pussycat Dolls,72,"['australian pop', 'dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",2227615,0.607,0.657,3nrQGMPiPxEwD8eLsCn5Wh,-5.466,0.144,0.0132,76.967,6,0,sometimes feel ive got run away ive got get away pain drove heart love share seems go nowhere think ive lost light toss turn cant sleep night ran run tainted love youve given give girl could give take tear thats nearly tainted love tainted love know ive got run away ive got get away dont really want anymore,32,0.105,0.391,4,205520,0,0
216,Feelin' Good,The Pussycat Dolls,72,"['australian pop', 'dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",2227615,0.566,0.499,5wVngALb3serXGrhpdGChK,-8.829,0.0359,0.292,137.921,5,1.86E-06,flying high know feel sewn sky know feel breeze drifting know feel new dawn new day new life im feeling good good yeah fish sea know feel winter running free know feel bouncing tree know feel new dawn new day new life,31,0.165,0.451,4,258760,0,0
217,Intrology,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.701,0.742,4YCrejiod7RUjLJisHhiiA,-5.036,0.373,0.122,92.005,4,5.66E-06,logy take another choken toke icky sticky stanky stuff bull pack pipe twist blunt roll light joint lean back puff slow whenever im making record im getting character im trying portray something im feeling way whole world believe anybody know name whats name whats name hold want yall say name like dis,31,0.617,0.421,4,119107,0,1
218,Think About It,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.466,0.904,7pCeKclmQx38n4LnDQFE4c,-5.244,0.327,0.0831,98.708,1,0,yeah man know easy talk doin somethin come action part folk take little light vacation snoop dogg mmmm thinkin man yknow blue carpet treatment record deep need let people know deep real talk like like lookin poppin seein whopper mover despite guidant try hard low nobody guidance decided sleep open mind try slip inside grandpa fo driftin another stage life nigga paid price big homies made ya fight nigga aint wanna see ya nigga bebop toe toe beat nigga flo chorus snoop dogg incredible forgettable better blast past move mind many men eradicated music mind open eye take time visualize decide move mind due time erotic aint exotic gettin naughty freeze groove get rowdy rowdy girl move body melodic im bein honest modest done fucked whole rap flow think,35,0.756,0.724,4,217800,0,1
219,Crazy,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.73,0.65,2jbYDQRvqcwW9zpQ9vopXZ,-3.909,0.258,0.285,95.114,2,5.90E-06,black folk cant never fun street crazy street crazy always good crazy crazy always good crazy look outside take stroll california lifestyle wanna roll take gonna crazy know home would never leave know thats wrong ima gonna stay ya see doin corner g local liquor store gettin optimals im bounce got cock four keep low wwwest coast sign autograph get ghost hehe yeah love folk half yall fool cut first real note street guide lead mislead fragile,45,0.366,0.623,4,266613,0,1
