S No,Song Name,Artist Name,Artist Popularity,Artist Genres,Artist Followers,Danceability,Energy,Track ID,Loudness,Speechiness,Acousticness,Tempo,Key,Instrumentalness,Lyrics,Popularity,Liveness,Valence,Time Signature List,Duration,Hit,Artist Hit
242,Throw It On Me,Timbaland,77,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",1163683,0.717,0.887,7FpqQmvEJRSTZErdJgDtDY,5.159,0.0322,0.00488,122.289,1,3.16E-06,time come world time come hey girl timbaland take back club fast talkin dont take wrong way give chance gon play really wanna get know thats told girl know dont play wanna put wow girl better song say timbaland uh throw uh throw uh throw uh throw uh throw uh throw,32,0.928,0.218,4,131133,0,1
243,Time,Timbaland,77,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",1163683,0.838,0.466,27DIMGmr9CYgDbP9uBmj2V,6.357,0.0627,0.283,119.504,1,0,got feelin keep dark gotta keep eye aint walk park bought want want see wanted picture say shes got little word block people sayin shouldnt get didnt judge tried change cause im like drug shes cant keep always makin plan today come find tomorrow goodbye girl shes hour pa id pay attention thought worth time id tell easy hand find way passion love never gave fall back reason know wont stand chance,31,0.576,0.569,4,237587,0,1
244,One and Only,Timbaland,77,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",1163683,0.738,0.734,1f4SBQwZ7g5KbouiocLoxu,5.363,0.0552,0.105,116.019,11,0,get heel someone really cant deal deal want block mind really cant tell last time ima let whenever spend time realize cant get enough wipe smile face let say wipe smile face let say wipe smile face let say wipe smile face loved inside dont care right middle im right middle loved inside dont care one lonely could start word cause hope got left everything love mess mirror break hand want better,34,0.436,0.461,4,256653,0,1
245,Apologize,Timbaland,77,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",1163683,0.654,0.61,6ucR4KfvsBFWCMVFDvyKKl,6.051,0.0285,0.0399,118.032,8,0,im holding got ten foot ground im hearing say cant make sound tell need go cut wait tell youre sorry didnt think id turn around say late apologize late,66,0.101,0.118,4,184400,1,1
246,ReEntry,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.421,0.586,5sdyYWdv5RHEA8ESbgS3Gg,7.22,0.0543,0.00342,97.796,4,0.0035,step right step right everyone youre good bad happy sad youre black hole call life,13,0.339,0.449,3,157627,0,0
247,Eat You Alive  Edit,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.275,0.857,3NKjqlSZhTJGUCnjE4vQM6,4.639,0.0798,0.000827,95.537,4,0.00369,hey miss im could even get close left behind id fine doubt bring animal inside ill eat alive ill eat alive ill eat alive ill eat alive hey miss thats cool want nothing want aint nothing wrong cause,24,0.0808,0.259,3,236307,0,0
248,Gimme The Mic  Album Version ,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.503,0.944,5dG71zeIIKSbkV2aCqZhQX,4.42,0.043,0.00202,102.057,6,2.39E-06,hold motherfuckin concrete grip poppin keep shit thinking rap bottle crack hit fuck shit fuck let go mic kid step world youve never seen im microphone im microphone fiend mic mic microphone fiend mic microphone fiend mic microphone fiend fiend fiend bring motherfuckin piss spit ready getting shit one kid running mouth youre damn straight ill put right em see world youve never seen im microphone im microphone fiend mic mic microphone fiend mic microphone fiend,14,0.0444,0.643,4,181867,0,0
249,Underneath The Gun,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.204,0.672,6kjfx3eEHU7qbCltarppUu,5.308,0.0373,0.000365,181.64,4,0.00212,sometimes worst enemy worst enemy time im alone night find one time go go go stare space hope alone searching something thats better home ive working hard stress pressure endless one planet like friend ive working hard ive working hard,13,0.0822,0.122,3,341467,0,0
250,Down Another Day,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.566,0.568,5iSYpOMik41BEMdj1UHC7z,6.046,0.029,0.00423,118.15,11,0.0178,end near summer day great thing go away feel cold comin round bend everythings going change another day another day oh summer gone forever shell come back season change set free another day another day dont,14,0.098,0.478,4,246240,0,0
251,Almost Over,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.573,0.774,7J4Vg3T5FBwLe3ZMmR4R5f,4.977,0.0272,0.00272,98.711,4,0.000402,learn rap little boy took lot little boy always fight back little boy always attack little boy never got good little boy locked little boy still never afraid little boy feeling little boy time blow mind learn lose older man lot blue older man saw older man put together crew older man felt lot pain older man name older man people piss game older man aint nothin gonna change older man time blow mind baby time blow mind baby im grind baby yall know time baby come chorus say look like look like baby say look like,16,0.117,0.406,4,278000,0,0
252,Build A Bridge,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.571,0.762,4lvFY1yckzTA66Spb0cUqH,5.5,0.0328,0.058,75.227,11,0.000419,build mind take every time lay line way build make path make tear way youll take ride go side even though gonna ill keep till come around,16,0.112,0.244,4,236733,0,0
253,Red Light  Green Light  Album Version ,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.87,0.678,7tJMtsBeRwWJCIdXTSCwV7,7.681,0.142,0.544,102.331,0,7.39E-06,lady gentleman snoop dogg freak baby freak freak baby freak baby freak freak baby red light green light red light green light red light green light red light green light red light green light ready roll tell youre ready go tell youre ready roll red light green light red light green light red light green light red light green light red light green light ready roll tell youre ready go tell youre ready roll got key baby put mind ease baby go baby know baby came came please baby dont wait lay baby dont shake knee baby mad baby oh well enemy baby baby breath baby step baby check bigger baby think go baby rock every town baby dont know aint must microphone baby red light green light red light green light red light green light red light green light red light green light ready roll tell youre ready go tell youre ready roll red light green light red light green light red light green light,14,0.138,0.651,4,234800,0,0
254,Take It Home,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.718,0.494,7wxNaJqU8m4uXgM0YaVSYF,7.772,0.034,0.266,79.618,4,0.000147,give give give give give give give give give yo give give nobody know dont know never think might know thats something take home tonight nobody know way candle burn,12,0.0827,0.433,4,101878,0,0
255,The Only One,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.47,0.939,6g2OfGSNIKqMUK3rpFd0lf,4.158,0.042,0.00147,80.577,4,0,hold youre movin fast im somethin last aint lookin screw first night cause thats go good go first cause first kiss could last taste aint lookin screw till right see im one know put cruise control yeah im one youll find wont waste time nothin nothin nothin nothin let get close think deserve cause thats go,12,0.148,0.546,4,248800,0,0
256,Let Me Down  Album Version ,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.576,0.828,0qM9XkWOMFtWKNtSgeiymP,5.323,0.0634,0.00135,91.621,11,0,like leaf taste dont go away fast im window made broken glass ive never needed thats whats wrong thats get feelin anyway let know ill miss im gone throw away like everybody say write like yesterday oh guess youre good enough,11,0.0774,0.516,4,256227,0,0
257,Lonely World  Album Version ,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.636,0.686,1Xcg9uj64MlEQ4a1WSeI3C,5.609,0.0308,0.264,101.27,1,9.66E-05,back day magic never cuz way another day lot fun living life run never chance get better everything free everything fast never even thought wouldnt last go mind man middle life big fat figure always thinking know everything little thing know buy dont really know know like love people get glove never fitted pain,14,0.107,0.212,4,273440,0,0
258,Phenomenon  Album Version ,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.667,0.856,7qebLYkAWVMZLUpVSRHyto,4.784,0.0867,0.0364,104.284,11,0,ready ooh cmon aint funny time fly huh sight mind back incredible dirt aint even gotta im goin work look like im drinkin tonight tomorrow ill cmon rock rock planet rock dont stop rock rock planet rock dont stop aint funny time fly huh shit dont matter check flow grow like weed ya know ooh yeah kinda feelin say look like eye head aint never gonna change dont think know hell im,11,0.0768,0.523,4,236573,0,0
259,Creamer   Album Version ,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.661,0.865,5CacYBqusjTQb2cHhy1FJr,5.355,0.0288,0.0311,101.228,6,1.98E-05,hey kid looking standin face like never seen bat better step 10 pace back go momma told dont actin like thinking soldier see gotta cell phone gotta number son make tell stop house way kid pick theyre naked dont know city getting hate put like like fire mouth like take back yesterday rolling dice getting laid everything okay cloud roll rain talking,13,0.28,0.448,4,270893,0,0
260,Head For The Barricade,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.636,0.842,3gS603nnRcbk4ql0EKiTLM,5.518,0.159,0.00345,108.669,7,2.23E-05,fight fight fight fight sometimes gotta fight right youre sure youre fight life right aint might get even little head im kinda sick im glad im guess im doin somethin right thats happened back gotta know stop dont go top cuz deep inside brain thats chain dont em loose ya id runnin hill cuz im ready rock im playin real gotta fight fight youd better watch kick gotta fight fight late already hit damn chorus stick em stick em stick em ha ha ha stick em stick em stick em yeah head,12,0.0884,0.744,4,212400,0,0
261,All That Easy,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.721,0.683,017GYdY1I9Ewzif9ogPcf4,6.227,0.0275,0.13,88.98,2,0.127,ill clothes gray ill stay go away concrete tall sky passing,19,0.149,0.587,4,92590,0,0
262,Drown,Limp Bizkit,74,"['alternative metal', 'funk metal', 'nu metal', 'postgrunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2166185,0.536,0.295,7GCbXuWpYQV9pDypuzrxZc,10.08,0.0287,0.773,114.205,4,0.127,getting closer end every part take im left maybe play feel abuse let stand line forever lost time save save,22,0.114,0.0506,4,231400,0,0
263,New Year's Day,Viva Brother,18,[],2663,0.594,0.882,7MmbxCeceKVFYGvZzel5VR,2.622,0.0303,6.04E-05,116.008,0,6.95E-05,got wish well burning hole pocket hole pocket well im feeling closer hell burning like big space rocket big space rocket yeah said losing faith well like new year day fly away fly away yeah like new year day fly away fly away yeah ba ba ba ba,7,0.0893,0.698,4,201027,0,0
264,Still Here  Single Mix,Viva Brother,18,[],2663,0.472,0.896,4MgDH1QverzSAsKnqyhqf2,3.616,0.0422,0.000132,109.023,1,0,take money burn ground around ive got memory forgotten name im turning inside ill take one day time ill take one day time dont say wont im still watching would stay dont thats ok im still watching,12,0.17,0.489,4,242800,0,0
265,David,Viva Brother,18,[],2663,0.614,0.865,3yCiEykqb5AoY6kGlWbGKm,3.309,0.0342,0.00628,114.031,4,0,matter time fell roof friday night lucky alive never front door given used think really poor caught look tv,4,0.268,0.635,4,192160,0,0
266,High Street Low Lives,Viva Brother,18,[],2663,0.453,0.886,154Hjrf6PjJbZQpGg5ehhq,2.545,0.0461,3.43E-05,136.01,4,0,said made mistake youre dead pa time calling asking secret said youre falling apart saw smile around start pocket full heart come bomb end,3,0.115,0.578,4,181973,0,0
267,Electric Daydream,Viva Brother,18,[],2663,0.248,0.822,0WMhCqLSYpXV90W43ZrtH2,2.984,0.042,0.00226,167.905,7,0,spread word ive got meaning life havent heard make fool right took long walk across light dark side heart thats sing oh follow home youve got hope ever known spinning around let foot leave ground losing mind first time,4,0.303,0.553,4,226000,0,0
268,Darling Buds Of May,Viva Brother,18,[],2663,0.548,0.889,4zhJ75mSGaUwyFwlsgoIOz,3.192,0.0462,0.000614,116.515,9,0,kitchen told ooh weve got get right right uh oh oh tried shut told ooh weve got get right right uh oh oh walk walk feel better feel better walk walk,19,0.0698,0.61,4,195120,0,0
269,Otherside,Viva Brother,18,[],2663,0.384,0.808,1E6ye0AwhWcYORf3eSwIzp,3.723,0.0454,0.0496,202.113,2,9.02E-05,left head end phone last night left head side light cant sleep cause im teeth cause im thinking cause ive got job dont work dont work ive got car dont drive ill see side make bed floor,4,0.0781,0.528,4,220267,0,0
270,Fly By Nights,Viva Brother,18,[],2663,0.312,0.816,5unaijT2s7AbP1vLE26smz,2.388,0.0397,0.00652,207.982,9,1.92E-05,took felt like last night turned light oh oh oh follow inside feel like half alright half oh oh rolling wanna believe lost mind fly night,4,0.135,0.588,4,170373,0,0
271,False Alarm,Viva Brother,18,[],2663,0.244,0.865,0YKNrvzSzxG5sHftW1yI3t,3.365,0.0408,0.00851,199.756,4,0,left showed road said im going way im met showed run shes going way shes making told stop blowing son going way oh shine today throw away said alarm oh shine today throw away said alarm,4,0.197,0.21,4,228907,0,0
272,Time Machine,Viva Brother,18,[],2663,0.378,0.883,2s4Rrn9MpSrYokdJI0MRz8,3.436,0.0426,0.00183,95.967,11,1.34E-06,darling told way said shell leave tomorrow said shell leave today god friend said prayer water said cant swim said everybody ive got nothing left lose said everybody co tell love love time machine bringing back blue said love love time machine,8,0.328,0.525,4,197333,0,0
273,One Call Away,Charlie Puth,84,"['dance pop', 'pop', 'postteen pop', 'viral pop']",5526480,0.667,0.613,7soJgKhQTO8hLP2JPRkL5O,5.353,0.0344,0.403,91.024,1,0,im one call away ill save day got nothing im one call away call baby need friend wanna give love cmon cmon cmon take chance matter go know youre alone im one call away ill save day got nothing,69,0.115,0.47,4,194453,1,1
274,Dangerously,Charlie Puth,84,"['dance pop', 'pop', 'postteen pop', 'viral pop']",5526480,0.696,0.517,6GBMbvX7sqyOxT5wWK4hgN,8.379,0.0366,0.364,112.291,2,0,gonna hurt blame first cause truth drunk love fucked head youve youre gave honestly got nothing left loved air breathe knew would speed going didnt care baby loved loved,65,0.197,0.23,3,199133,1,1
275,Marvin Gaye ,Charlie Puth,84,"['dance pop', 'pop', 'postteen pop', 'viral pop']",5526480,0.795,0.616,7rl1z4j7MurMDnn9rHh4M2,5.281,0.06,0.417,110.015,1,0,let marvin get got want like say song dawn let marvin get got king dont share one else dont keep secret show tell yeah woah loving eye pull closer im trouble id love trouble let marvin get,58,0.349,0.815,4,190453,1,1
276,Losing My Mind,Charlie Puth,84,"['dance pop', 'pop', 'postteen pop', 'viral pop']",5526480,0.705,0.501,6qHPJleQOdQDEZvbxjY7jR,10.997,0.0618,0.759,100.042,1,0.0761,funny got exactly want ill try fun time thought money enough rush ill try go find high dont know wanna make even harder im kind man take easy road much enough time enough time oh got much lose im losing mind,46,0.104,0.16,4,212213,0,1
277,We Don't Talk Anymore ,Charlie Puth,84,"['dance pop', 'pop', 'postteen pop', 'viral pop']",5526480,0.728,0.563,37FXw5QGFN7uwwsLy8uAc0,8.053,0.134,0.621,100.017,1,0,dont talk anymore dont talk anymore dont talk anymore like used dont love anymore oh dont talk anymore like used heard found one youve looking youve looking wish would known wasnt cause even time still wonder cant move way easily dont wanna know kind dress youre wearing tonight holding onto tight way shouldve known love game cant get brain oh shame dont talk anymore dont talk anymore dont talk anymore like used dont love anymore,72,0.179,0.352,4,217707,1,1
278,My Gospel,Charlie Puth,84,"['dance pop', 'pop', 'postteen pop', 'viral pop']",5526480,0.7,0.654,1RdykyqZss4snJH9e58CQJ,7.126,0.297,0.27,112.039,6,0,id bank put walk million id burn front prove didnt mean much id sell everything take cash walk blow black blow make back hey im afraid look insane cause im crazy nothing wont make love love love throw away pride make love want trust baby know im ashamed need could care le everyone know im fool girl nothing wont make love love love,53,0.0768,0.494,4,210867,1,1
279,Up All Night,Charlie Puth,84,"['dance pop', 'pop', 'postteen pop', 'viral pop']",5526480,0.647,0.648,2Y1LWNrO3Ls6tK9LZVehXk,4.957,0.0314,0.551,81.892,0,0,well get thrill run see feelin heat million sun know one touch keep high think ill never come till couple day go youre nowhere found night night thing said yesterday playing mind crime crime youre reeling game play hang dry try shake head try dance somebody new got lip red smoking voice,45,0.192,0.474,4,190107,0,1
280,Left Right Left,Charlie Puth,84,"['dance pop', 'pop', 'postteen pop', 'viral pop']",5526480,0.698,0.712,4KVzPTFZXByIdBBH9dXiLT,3.634,0.0321,0.21,99.952,2,0,ohh lately im luck sometimes one side dont deserve baby know cant give tough time take im almost one step im moving got regret said time changing tell keep every time turn around wall im climbing see top get right every fall,46,0.0602,0.486,4,206467,0,1
281,Then There's You,Charlie Puth,84,"['dance pop', 'pop', 'postteen pop', 'viral pop']",5526480,0.581,0.714,73E8dgeUdDu8iaZbQv1Fmk,8.688,0.0372,0.0619,97.911,2,4.55E-05,girl walk room everything opened door life changed girl craving attention seen one im looking right front word youre wearing dress way word let look eye say beautiful beautiful beautiful girl hit saying,45,0.105,0.302,4,214413,0,1
282,Suffer,Charlie Puth,84,"['dance pop', 'pop', 'postteen pop', 'viral pop']",5526480,0.58,0.443,5uAeahijdsH6Pu4es1OVCt,7.323,0.0498,0.75,175.938,3,0,baby blow mind youll tell wait wait ya baby cant wait night go picture inside phone wont stop know want wanna make wanna make love girl cant lie im sucker cold lover make suffer make suffer dont keep waiting come dont make suffer,55,0.0742,0.576,3,210680,1,1
283,As You Are ,Charlie Puth,84,"['dance pop', 'pop', 'postteen pop', 'viral pop']",5526488,0.819,0.523,5T5X1awq0Tzg0NgQ4bSVAE,6.202,0.0449,0.361,113.952,2,0,thinkin back time lose day baby truth nothing could would ever change heart dont forget somewhere line left hanging could climb thousand time oh friend ill never break heart cause always love baby could never judge would take always love baby could never judge would take know like inside feel nothing nothing le youre real wanna take time thank baby,46,0.0716,0.699,4,235920,0,1
284,Some Type Of Love,Charlie Puth,84,"['dance pop', 'pop', 'postteen pop', 'viral pop']",5526488,0.702,0.595,1KoSVcMX0QEQSvqxTemRnR,6.005,0.0912,0.392,90.497,2,0,im old grown wont sleep alone woah every single moment thats type love thats type love wont sing blue cause need woah every single question thats type love thats type love world fire wont even move reason im said done ill give,46,0.0753,0.366,4,187907,0,1
285,Sam's Town,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.268,0.96,77Kh98jRHI40rIAKnBs7cl,4.596,0.0963,0.000217,141.415,6,0.00604,nobody ever dream round dont really mind starting get nobody ever pull round dont really mind starting get ive got beneath foot like something gonna come carry ive got heart beat dont really mind starting get waste time answer question mind im sick judge scared theyll find know make,57,0.732,0.44,4,246027,1,1
286,Enterlude,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.485,0.205,4pTvgNra8siMoIT8u3epTr,15.733,0.0524,0.977,135.019,11,0.0168,hope stay good u even day,49,0.165,0.338,4,49907,1,1
287,When You Were Young,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.467,0.988,70wYA8oYHoMzhRRkARoMhU,3.313,0.112,0.000152,130.435,11,0.0484,sit waiting beautiful boy save old way play watch come doesnt look thing like jesus talk like gentleman like young climb mountain dont know higher ever know make take slow let take easy,77,0.28,0.321,4,220427,1,1
288,Bling ,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.532,0.931,1Rr17slUHwVRkDz4A2TUcM,3.662,0.0467,0.00144,113.424,11,0.263,survival say hard enough live bad bad know youre right land free ride cant pull longer sun beating neck ran left trail excuse like stone water decide fate watch survival say hard enough live dont tell stand poor tired,54,0.159,0.383,4,248467,1,1
289,For Reasons Unknown,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.504,0.884,6suRRwX61xSMfU7wJuCVdy,4.214,0.0366,0.000458,140.398,3,0.0399,pack case check face look little bit older look little bit one deep breath one big step move little bit closer move little bit closer reason caught know destiny kind ive got rest mind heart dont beat,62,0.108,0.516,4,212267,1,1
290,Read My Mind,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.543,0.917,7cX4PJz1old9fyFI8RlfgW,3.391,0.0444,0.00572,132.246,1,7.76E-05,corner street tryin keep line say wanna move say im falling behind read mind read mind never really gave town got green light got little fight im gonna turn thing around read mind read mind good old day honest man heart promised land,70,0.104,0.329,4,246840,1,1
291,Uncle Jonny,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.262,0.905,62XRqyhZP1vYNoD7WMTtiW,3.483,0.039,5.50E-05,173.781,10,0.262,everybody else johnny right brain help take away pain hey johnny hey say johnny wanna go tonight come little closer city light aint friend coming back feel burning body core cant ignore wanna go tonight,54,0.396,0.379,4,265800,1,1
292,Bones,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.472,0.902,4shKoD4U0rsE6UDjyPEjyK,3.607,0.0643,0.000679,139.57,9,0.124,took back road gonna look star took back road car ocean water sand ocean well hold hand dont really like dressed best put heartbeat without answer thunder sky cold wet dirt cry cold wet dirt cry dont wanna come dont wanna feel bone bone vision like dream,61,0.0822,0.567,4,227000,1,1
293,My List,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.446,0.279,5Te9vMyYTCDaSwOBlNu37N,8.396,0.0343,0.0383,123.738,7,0,let around let show see come back nowhere ever think heart able let show much care need eye ill take picture go give strength give patience ill never let know,49,0.117,0.159,4,248333,1,1
294,This River Is Wild,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.376,0.89,6bhs4IsdCiZ3MkHEvSCKfk,4.286,0.0852,0.000836,140.677,3,0.00151,leaf fallin beautiful ground heard story man red said leaf fallin beautiful sound son think youd better go ahead always hold head high cause long long long way town meant passing boy aint nothin new go show em world stayed round long long long way better run hill burn listen sound world dont watch turn want show know catch let go get along never get along everybody else ive tryin hard whats right know could stay night watch cloud fall sky river wild,55,0.152,0.296,4,278000,1,1
295,Why Do I Keep Counting?,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.566,0.829,57hGTDy3A5JFzbmIzrSYxF,4.742,0.0404,0.0169,107.141,3,1.77E-05,flying mountain waiting oh year trying dont know use strong enough one live child help get make help get knew answer wouldnt father help get make help get,48,0.0928,0.134,4,264453,1,1
296,Exitlude,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.386,0.347,4fCs9oQGvZGbnYXBkL4hYh,11.73,0.0389,0.297,138.923,11,0.000457,play time come send way weve seen trust flash flood pain doesnt really matter dont worry itll work doesnt even matter dont worry aint,50,0.124,0.223,4,146747,1,1
297,Wonderful Wonderful,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.448,0.746,7KCVv4G214JjjAz2B9eM7H,6.089,0.0601,0.0124,140.091,8,0.662,dont listen never keep praying rain dancing rain little girl drain child rescue rescue dont listen never keep praying rain dancing rain drain child rescue rescue keep ear shell keep ear shell stay path lead well many take one lead well rescue rescue keep ear shell keep ear shell child believe,60,0.108,0.208,4,310507,1,1
298,The Man,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.606,0.942,5aWhs651KYM26HYM16kRdk,2.598,0.115,0.0727,106.02,6,2.07E-06,know like back hand boy dont give damn kiss ring carry nothing break nothing break dont need got plan know direction lay land know like back hand boy dont give damn im man come round break break im man come round break cant break got got money bank got news baby youre looking man got skin game got name got news baby youre looking man come friday,73,0.0709,0.518,4,250093,1,1
299,Rut,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.64,0.513,4EcJBIXjI5y9TA6CBfIljo,6.91,0.0305,0.0704,117.008,1,0.00234,dont give cause im im climbing wall keep stacking cant keep mind every little wrong see mouth open cant hear song ive done best em crack starting spread hey wont blame baby go turn head dont give cause im im climbing wall keep stacking cant keep next stop isnt mine truth table someone gotta sign ive done best punch starting land im something wont understand,58,0.102,0.124,4,264480,1,1
300,Life To Come,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.473,0.854,6jMRqEHVRC3iamsSscJlbz,3.74,0.0584,0.0251,107.977,0,0.0185,didnt see comin admit think ill forget told id one ill life come think lost vision didnt sound like heaven isnt field run somewhere life come shake let go blame little faith girl shame face girl let go blame little faith drop kick shame call name,56,0.0748,0.318,4,271933,1,1
301,Run For Cover,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.466,0.951,5NAiPIEzxAexFE3ucV18Q8,3.315,0.126,0.0016,165.108,5,0.00242,excuse better held wife standing side dirty died saw street last night strong singing song sky heard heaven thunder cry run cover run baby dont look back gotta run cover dont afraid fear thats played man know youre one dont look back run cover,70,0.351,0.499,4,222147,1,1
302,Tyson vs Douglas,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.494,0.933,4LCQ5gFmkAdACy5O9vDP4c,3.997,0.152,0.00255,159.866,2,0.108,looking window street dont know happened im foot hear mother calling name still come running aint change take phone youll never grow baby dont look saw go felt like somebody lied hold breath till coast clear saw go felt like somebody lied close eye stop tear,58,0.109,0.308,4,273707,1,1
303,Some Kind Of Love,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.246,0.483,0vicQm86o7GnT42GdG34sA,9.947,0.0359,0.71,141.848,8,0.23,got wild wild bird got faith child world get got kind love got kind love got soul truck long distance got grace storm desert,60,0.102,0.0751,4,278093,1,1
304,Out Of My Mind,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.626,0.859,2foU3yN5SE5IUasPTs91YV,4.295,0.0378,0.00209,100.01,11,0.00424,building kingdom pray never fall lose put wall hate get like going blind take record cant stand another chorus control cant get mind get bed get heart,56,0.081,0.153,4,223680,1,1
305,The Calling,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.678,0.812,1vwEgKpkdY63nX0jrrYj9X,4.86,0.231,0.207,103.986,11,8.41E-05,came pa jesus sat house many came sat saw said master jesus heard said whole need sick walked town message old man ive got last two hand house went gone insane sister daddy stayed follow sun night brother lean light wanna sure ill give sight brother lean light hand still shake break track,54,0.11,0.609,4,241787,1,1
306,Have All The Songs Been Written?,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.284,0.544,1Tb4F7Ba2C8Yt3cMnYa3X3,6.047,0.0353,0.744,115.716,11,6.94E-06,song written truth told still carry gold every ship gone every heart gone blue song written oh need one get need one,50,0.0888,0.0753,4,249947,1,1
307,Tranquilize,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.387,0.813,6Bm3TYTfP6jjxUTE6OdXG3,4.178,0.0527,0.0788,78.057,1,5.36E-06,time tell living wedding bell begin easy live baby dont talk much baby know baby dont tease park could go walking drown dark could go sea always always time close call love easy money talk people need shoe sock steady boy im thinking need something sweet dont need got feeling theyre gonna break door got feeling theyre gonna come back see thinking lost mind getting time dont stop,50,0.163,0.43,4,225160,1,1
